Record Length,2.500000e+03,,  -1.920000000000,  -0.66400,
Sample Interval,1.000000e-03,,  -1.919000000000,  -0.65600,
Trigger Point,1.920000000000e+03,,  -1.918000000000,  -0.65600,
,,,  -1.917000000000,  -0.65600,
,,,  -1.916000000000,  -0.66400,
,,,  -1.915000000000,  -0.66400,
Source,CH2,,  -1.914000000000,  -0.65600,
Vertical Units,V,,  -1.913000000000,  -0.65600,
Vertical Scale,2.000000e-01,,  -1.912000000000,  -0.65600,
Vertical Offset,8.800000e-02,,  -1.911000000000,  -0.65600,
Horizontal Units,s,,  -1.910000000000,  -0.65600,
Horizontal Scale,2.500000e-01,,  -1.909000000000,  -0.65600,
Pt Fmt,Y,,  -1.908000000000,  -0.65600,
Yzero,0.000000e+00,,  -1.907000000000,  -0.66400,
Probe Atten,1.000000e+00,,  -1.906000000000,  -0.65600,
Model Number,TDS1001B,,  -1.905000000000,  -0.66400,
Serial Number,C056637,,  -1.904000000000,  -0.66400,
Firmware Version,FV:v22.01,,  -1.903000000000,  -0.65600,
,,,-01.902000000000,  -0.65600,
,,,-01.901000000000,  -0.66400,
,,,-01.900000000000,  -0.66400,
,,,-01.899000000000,  -0.66400,
,,,-01.898000000000,  -0.66400,
,,,-01.897000000000,  -0.66400,
,,,-01.896000000000,  -0.66400,
,,,-01.895000000000,  -0.65600,
,,,-01.894000000000,  -0.65600,
,,,-01.893000000000,  -0.66400,
,,,-01.892000000000,  -0.66400,
,,,-01.891000000000,  -0.66400,
,,,-01.890000000000,  -0.65600,
,,,-01.889000000000,  -0.66400,
,,,-01.888000000000,  -0.66400,
,,,-01.887000000000,  -0.66400,
,,,-01.886000000000,  -0.66400,
,,,-01.885000000000,  -0.65600,
,,,-01.884000000000,  -0.66400,
,,,-01.883000000000,  -0.66400,
,,,-01.882000000000,  -0.66400,
,,,-01.881000000000,  -0.66400,
,,,-01.880000000000,  -0.66400,
,,,-01.879000000000,  -0.66400,
,,,-01.878000000000,  -0.66400,
,,,-01.877000000000,  -0.66400,
,,,-01.876000000000,  -0.66400,
,,,-01.875000000000,  -0.65600,
,,,-01.874000000000,  -0.66400,
,,,-01.873000000000,  -0.66400,
,,,-01.872000000000,  -0.66400,
,,,-01.871000000000,  -0.66400,
,,,-01.870000000000,  -0.65600,
,,,-01.869000000000,  -0.66400,
,,,-01.868000000000,  -0.66400,
,,,-01.867000000000,  -0.66400,
,,,-01.866000000000,  -0.65600,
,,,-01.865000000000,  -0.66400,
,,,-01.864000000000,  -0.66400,
,,,-01.863000000000,  -0.66400,
,,,-01.862000000000,  -0.66400,
,,,-01.861000000000,  -0.66400,
,,,-01.860000000000,  -0.66400,
,,,-01.859000000000,  -0.66400,
,,,-01.858000000000,  -0.66400,
,,,-01.857000000000,  -0.66400,
,,,-01.856000000000,  -0.66400,
,,,-01.855000000000,  -0.66400,
,,,-01.854000000000,  -0.66400,
,,,-01.853000000000,  -0.66400,
,,,-01.852000000000,  -0.66400,
,,,-01.851000000000,  -0.66400,
,,,-01.850000000000,  -0.66400,
,,,-01.849000000000,  -0.66400,
,,,-01.848000000000,  -0.66400,
,,,-01.847000000000,  -0.66400,
,,,-01.846000000000,  -0.66400,
,,,-01.845000000000,  -0.66400,
,,,-01.844000000000,  -0.66400,
,,,-01.843000000000,  -0.66400,
,,,-01.842000000000,  -0.66400,
,,,-01.841000000000,  -0.66400,
,,,-01.840000000000,  -0.66400,
,,,-01.839000000000,  -0.66400,
,,,-01.838000000000,  -0.66400,
,,,-01.837000000000,  -0.66400,
,,,-01.836000000000,  -0.66400,
,,,-01.835000000000,  -0.66400,
,,,-01.834000000000,  -0.67200,
,,,-01.833000000000,  -0.66400,
,,,-01.832000000000,  -0.66400,
,,,-01.831000000000,  -0.66400,
,,,-01.830000000000,  -0.66400,
,,,-01.829000000000,  -0.66400,
,,,-01.828000000000,  -0.66400,
,,,-01.827000000000,  -0.66400,
